,Index,Highest Charting Position,Number of Times Charted,Song Name,Artist,Artist Followers,Song ID,Duration (ms)
480,481,74,1,Somebody,Justin Bieber,48544923,3rLIv187BhjyweFe89SgLn,220920
481,482,152,1,White Dress,Lana Del Rey,13697048,4Hl9rOqYomojCmxYfr25im,333710
482,483,82,18,Polvo,"Nicky Jam, Myke Towers",14831925,68mrW6gXHgupgSiDHgaDi5,211130
483,484,138,2,Chemtrails Over The Country Club,Lana Del Rey,13697048,7bPWdJgx8vek7S5i5yAtvG,271177
484,485,37,31,Parce (feat. Justin Quiles),"Maluma, Lenny Tavárez",26769304,4RJz8NfIe09gpKMiRUWKhJ,248345
485,486,40,9,Ropa Cara,Camilo,10580764,7BIy3EGQhg98CsRdKYHnJC,163320
486,487,25,26,Vida de Rico,Camilo,10580764,73nAK3HgQK8dak83Y2WQ8F,187427
487,488,182,3,Devil Eyes,Hippie Sabotage,713486,7MiZjKawmXTsTNePyTfPyL,131272
488,489,141,13,Ponte Pa' Mi,Justin Quiles,2897862,4C6BlqqMwjFzOXzqpTeoWR,202373
489,490,109,1,Dámelo To’ (feat. Myke Towers),Selena Gomez,28931149,36CiGk9oRdwTnBDMgKEfjl,184134
490,491,121,1,Patience (feat. YUNGBLUD & Polo G),KSI,2010879,5J5CpT6bgE6KYKk23jgp9W,181720
491,492,56,2,Selfish Love (with Selena Gomez),DJ Snake,7408249,3XoflnowYPFRPOh3uFvHcm,168649
492,493,12,14,Snowman,Sia,20528724,7uoFMmxln0GPXQ0AcCBXRq,165907
493,494,168,1,DAYWALKER! (feat. CORPSE),Machine Gun Kelly,3868320,2NnJpRXIlx35Vij3bPZO0h,137747
494,495,19,38,La Curiosidad,"Jay Wheeler, DJ Nelson, Myke Towers",1650912,4HYDUMY0xSpeBr0AMY9cUz,219048
495,496,86,12,All We Got (feat. KIDDO),Robin Schulz,2786366,1FP9s72rDYty6mfoOEYKnE,190218
496,497,6,60,Say So,Doja Cat,8671649,3Dv1eDb0MEgF93GpLXlucZ,237893
497,498,157,9,Hope,XXXTENTACION,29566516,2ZRo7axmMPeSVUvDbGkJah,110886
498,499,149,46,The Less I Know The Better,Tame Impala,5064200,6K4t31amVTZDgR3sKmwUJJ,216320
499,500,109,6,I Feel It Coming,"The Weeknd, Daft Punk",35340069,3dhjNA0jGA8vHBQ1VdD6vV,269187
500,501,12,37,Mood Swings (feat. Lil Tjay),Pop Smoke,6852509,5rZlwNFl01HqLWBQGryKSm,213333
501,502,123,26,Someone To You,BANNERS,419151,2f0pn9DkEJwAzXApnFh5cr,219801
502,503,198,1,To the Bone,Pamungkas,1643882,3pCt2wRdBDa2kCisIdHWgF,344571
503,504,4,38,How You Like That,BLACKPINK,23848461,4SFknyjLcyTLJFPKD2m96o,182956
504,505,200,1,LOST,"NF, Hopsin",5831194,2MZrOmrVxRmmOoFW6dhenG,234852
505,506,158,1,VOCE,Madame,1251372,6CAVxdHTkls5loqUmfM52V,211411
506,507,64,2,AP - Music from the film Boogie,Pop Smoke,6852509,17vGPZ5EsdvtgAOCD4FLWI,171892
507,508,166,1,Life's A Mess II (with Clever & Post Malone),Juice WRLD,19102888,4O3RwH1TFG1EjPezLIYehI,206734
508,509,170,1,CHIAMAMI PER NOME,"Francesca Michielin, Fedez",568711,0ZqHo6eTBHUcOVjZzPvftT,222667
509,510,54,7,Antes,"Anuel AA, Ozuna",18306226,73O30uMI7n6DuzBmbtO7kC,206587
510,511,175,1,Mona Lisa,"Booba, JSX",2161609,5LYRIyhmlrDAQsYdHEvP0f,187362
511,512,180,1,Real As It Gets (feat. EST Gee),Lil Baby,7816213,7eX3um6NpOQKWJMGCi97XD,192804
512,513,24,25,Se Te Nota (with Guaynaa),Lele Pons,786461,11EnQRgRMJwMAesfkB5pnu,155825
513,514,91,26,Head Shoulders Knees & Toes (feat. Norma Jean Martine),"Ofenbach, Quarterhead",432511,6i7zAdNhzUN2k1HcrBxPHG,156960
514,515,152,23,Star Shopping,Lil Peep,7535054,30bqVoKjX479ab90a8Pafp,142000
515,516,61,26,Electric Love,BØRNS,1027085,2GiJYvgVaD2HtM8GqD9EgQ,218107
516,517,112,28,Maniac,Conan Gray,3799104,6KfoDhO4XUWSbnyKjNp9c4,185773
517,518,74,1,Only Wanna Be With You - Pokémon 25 Version,Post Malone,33663701,3SawmGBjjq8EOYZJV11cJm,241360
518,519,38,2,test drive,Ariana Grande,67208170,3eZYOQO4UzKrUDYDghtnFw,122174
519,520,42,12,Tú Me Dejaste De Querer,"C. Tangana, Niño de Elche, La Húngara",1453875,5ddFjrPG8NgQQ6xlOQIVd2,198493
520,521,46,19,SO DONE,The Kid LAROI,2238190,5psEZhQu6lukjhavJo4AbC,126521
521,522,35,27,Jeans,Justin Quiles,2897862,3GtnId3Cm1Xa6joCj08nzW,185840
522,523,2,61,ROXANNE,Arizona Zervas,621200,696DnlkuDOXcMAnKlTgXXK,163636
523,524,83,53,rockstar (feat. 21 Savage),Post Malone,33663701,0e7ipj03S05BNilyu5bRzt,218147
524,525,185,1,Párteme La Cara,"C. Tangana, Ed Maverick",1453875,5gEUDNQvoQjdjklrwPdGwD,167867
525,526,80,57,Without Me,Halsey,15663384,5p7ujcrUXASCNwRaWNHR1C,201661
526,527,33,12,BOOKER T,Bad Bunny,36177712,26w9NTiE9NGjW1ZvIOd1So,156430
527,528,5,53,Intentions (feat. Quavo),Justin Bieber,48544923,4umIPjkehX1r7uhmGvXiSV,212867
528,529,49,22,Sofia,Clairo,2722638,7B3z0ySL9Rr0XvZEAjWZzM,188387
529,530,176,9,Photograph,Ed Sheeran,83337783,1HNkqx9Ahdgi1Ixy2xkKkL,258987
530,531,20,5,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",Ariana Grande, , , 
531,532,140,1,Madonna,"Bausa, Apache 207",961181,6a3kNt1UlUOapDKmEr3JzZ,195734
532,533,144,1,CLOUDS,NF,5831194,5UMMPHPp6vRP6ghPpSUOzp,243750
533,534,12,21,Wonder,Shawn Mendes,1251372,7jjS2fSD9zuzbEHeVEFJ2w,172693
534,535,50,5,Skin,Sabrina Carpenter,3689546,03B2SfXuvDh1m9F4tqrX07,177500
535,536,62,17,Tyler Herro,Jack Harlow,1053324,4DuUwzP4ALMqpquHU0ltAB,156498
536,537,173,5,Remember That Night?,Sara Kays,251549,1nYzjrdVQ8RpF93M0jPFW7,227186
537,538,128,3,Lifestyle (feat. Adam Levine),"Jason Derulo, Maroon 5",9778632,0osvOdeD3YXZiWkT8MKolJ,153865
538,539,177,7,Fly Away,Tones And I,2820477,5ri4zqtWhG07hIuNNDWP76,178157
539,540,37,25,Despeinada,"Ozuna, Camilo",29238936,0JAZWvvqttGFm4UMDsPQXC,224187
540,541,14,5,motive (with Doja Cat),Ariana Grande,67208170,5GkQIP5mWPi4KZLLXeuFTT,167990
541,542,28,57,I Don't Care (with Justin Bieber),Ed Sheeran,83337783,3HVWdVOQ0ZA45FuZGSfvns,219947
542,543,14,32,"Ay, DiOs Mío!",KAROL G,1251372,3PF1mUoD0NgK4ykdt5sk3g,189840
543,544,83,11,"Nathy Peluso: Bzrp Music Sessions, Vol. 36","Bizarrap, Nathy Peluso",3134041,78SeXVRJ7KCqVmOwTiFjnI,171215
544,545,17,15,Hawái - Remix,"Maluma, The Weeknd",26784251,0GzuHFG4Ql6DoyxFRnIk3F,200482
545,546,22,32,Tattoo - Remix with Camilo,Rauw Alejandro,6096559,4ZRrLHqzhGRXYj2qcB4s5S,222680
546,547,151,7,Meia Noite (Você tem meu Whatsapp),Tarcísio do Acordeon,1200248,6sPBi0qLI6KM3yXX56NxsA,237900
547,548,143,42,Moonlight,XXXTENTACION,29566516,0JP9xo3adEtGSdUEISiszL,135090
548,549,182,6,Thinking out Loud,Ed Sheeran,83337783,34gCuhDGsG4bRPIf9bb02f,281560
549,550,2,46,Toosie Slide,Drake,56327031,127QTOFJsJQp5LbJbu3A1y,247059
550,551,167,2,Earned It (Fifty Shades Of Grey),The Weeknd,35340069,4frLb7nWtsz2ymBE6k2GRP,277680
551,552,9,46,ily (i love you baby) (feat. Emilee),Surf Mesa,132855,62aP9fBQKYKxi7PDXwcUAS,176547
552,553,193,1,Wonderwall,Oasis,6478565,7ygpwy2qP3NbrxVkHvUhXY,258773
553,554,181,7,Everybody Dies In Their Nightmares,XXXTENTACION,29566516,3GVkPk8mqxz0itaAriG1L7,95467
554,555,27,4,Bad Boy (with Young Thug),Juice WRLD,19102888,43CIWpJaJHRcI4mUSjqgc2,157355
555,556,19,3,Lo Vas A Olvidar (with ROSALÍA),Billie Eilish,47061119,0psS4i5YooJrXfDnGvWRLi,203464
556,557,152,1,Floating Through Space,"Sia, David Guetta",20528724,2AceGjiX9isUbXmMZa0Dl1,177801
557,558,157,1,Can't Feel My Face,The Weeknd,35340069,22VdIZQfgXJea34mQxlt81,213520
558,559,89,2,You (with Marshmello & Vance Joy),benny blanco,804613,1GkHyypTFkUf0QQKwYoXH4,169632
559,560,168,3,Call Out My Name,The Weeknd,35340069,09mEdoA6zrmBPgTEN5qXmN,228373
560,561,14,26,Midnight Sky,Miley Cyrus,15778531,27ycaQnQAxaPiyeg3nr2aB,223279
561,562,175,1,Pressure (feat. Tove Lo),Martin Garrix,14921269,4ga4WvRNhMsIL38pkBbnIN,144391
562,563,140,4,Can You Feel My Heart,Bring Me The Horizon,3912138,0WSa1sucoNRcEeULlZVQXj,228147
563,564,167,2,Agua de Jamaica,Maluma,26784251,41BzKiCrKpUQHS3TP0jmdr,176970
564,565,162,3,Mds,"Kawe, Mc Lele JP",444736,0QglpM23kl9ldvVdoYNZwF,125143
565,566,18,23,Heartless,The Weeknd,35340069,6bnF93Rx87YqUBLSgjiMU8,198267
566,567,20,15,pov,Ariana Grande,67208170,3UoULw70kMsiVXxW0L3A33,201882
567,568,138,49,Be Alright,Dean Lewis,1692635,3EPXxR3ImUwfayaurPi3cm,196373
568,569,174,3,Cry Baby (feat. DaBaby),Megan Thee Stallion,4794212,4aarlAfLKVCTxUDNgbwhjH,137984
569,570,47,25,Mi Cuarto,Jerry Di,149682,6fmQjRuo7XvRFCK2qex5hQ,197587
570,571,99,3,Ohne Dich,"KASIMIR1441, badmómzjay, WILDBWOYS",197320,4hSJUp6k7QeHLxU32MrLIU,125720
571,572,176,1,"Gravity (feat. Tyler, The Creator)","Brent Faiyaz, DJ Dahi",1726216,6u3CPnFMKANYgfdiifFOiJ,214693
572,573,55,4,Vibez,ZAYN,16655692,709F3MwiVvLD0LQXeKs5Cz,163127
573,574,103,12,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,6313514,4Yxc55NX3tAXC2mHRAhtcW,177323
574,575,45,20,Daisy,Ashnikko,1248499,0AUvWawuP0ibk4SQ3sIZjk,146523
575,576,83,4,Wasted On You,Morgan Wallen,2147875,3cBsEDNhFI9E82vPj3kvi3,178520
576,577,13,38,La Jeepeta - Remix,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",2127531,1mohfLaTJtB2RplHLQVM70,345241
577,578,137,1,Los Dioses,"Anuel AA, Ozuna",18306226,73O30uMI7n6DuzBmbtO7kC,206587
578,579,132,9,Si Me Tomo Una Cerveza,"Migrantes, Alico",114348,3lCbsHaN1wCxyDzcNN2x4N,182199
579,580,90,4,Somebody’s Problem,Morgan Wallen,2147875,0SErdEdRcVX1uJCf1eTGYH,161773
580,581,66,2,De Una Vez,Selena Gomez,28931149,1v3lhrZEsOcazqR2QIyyRu,155956
581,582,121,7,Way Out (feat. Big Sean),Jack Harlow,1053324,6rLi6PyWXu1rPlShuIZpj6,168906
582,583,42,17,Diamonds,Sam Smith,17097317,5hvwx5i67IwnCkjl9VHkNv,213869
583,584,190,3,Dancing in My Room,347aidan,211500,6Pgmqg15yVexuOgtzuxwoX,180139
584,585,116,8,De Cora <3,"Rauw Alejandro, J Balvin",6096559,22Sh5dlwbERqJAq1fZk5b2,190101
585,586,10,7,champagne problems,Taylor Swift,42227614,0sY6ZUTh4yoctD8VIXz339,244000
586,587,37,35,Go Crazy,"Chris Brown, Young Thug",14073083,1IIKrJVP1C9N7iPtG6eOsK,176960
587,588,73,6,Reminds Me Of You,"Juice WRLD, The Kid LAROI",19102888,5YSHygGN9D0mID1NsVd5my,158033
588,589,177,1,Don't Play,"Anne-Marie, KSI, Digital Farm Animals",8153871,4I5bvu2KDsrCg0EWHIcvul,188581
589,590,108,4,MODO TURBO,"Luísa Sonza, Pabllo Vittar, Anitta",1251372,5217tPOJfhVUY8q9TCKHO1,150260
590,591,191,1,Buss It,Erica Banks,41551,25j0Sape7qZbq6ZPLFefTT,187000
591,592,41,39,Kings & Queens,Ava Max,3916979,7a53HqqArd4b9NF4XAmlbI,162399
592,593,6,15,Lovesick Girls,BLACKPINK,23848461,4Ws314Ylb27BVsvlZOy30C,194765
593,594,17,31,Caramelo,Ozuna,29238936,3gD4J3RUHy4OUuZ3qAiaiG,217547
594,595,67,13,Deep End,Fousheé,411262,2AlYncTpVHKwHb55F9lF6O,115200
595,596,158,1,Sand In My Boots,Morgan Wallen,2147875,0uRrG2jRR5tuifsYIJHEao,202133
596,597,168,1,865,Morgan Wallen,2147875,0sKEilrw1GrBlG6qsTCrP4,190680
597,598,53,5,7 Summers,Morgan Wallen,2147875,4obHzpwGrjoTuZh2DItEMZ,210507
598,599,21,7,HACIENDO QUE ME AMAS,Bad Bunny,36177712,26QApq0cuO9brJigr0C0W4,217769
599,600,65,10,La Luz,"Sech, J Balvin",8766508,5zj8WNkBrEzlI5FKeYV4ol,216747
600,601,17,25,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,6852509,1H7KnK26kc1YyellpbINEn,201600
601,602,188,1,More Than My Hometown,Morgan Wallen,2147875,5OELUCYgOHKFAvCERnAvfS,216573
602,603,190,1,Warning,Morgan Wallen,2147875,64SCQtbRtmO28ks1QhS3w5,156747
603,604,117,10,Recairei - Ao Vivo,Os Barões Da Pisadinha,4281787,71FrGl0XcpL3VId65tB5mg,166838
604,605,5,19,Ice Cream (with Selena Gomez),BLACKPINK,23848461,4JUPEh2DVSXFGExu4Uxevz,177813
605,606,22,32,Be Kind (with Halsey),Marshmello,31552500,3Z8FwOEN59mRMxDCtb8N0A,172762
606,607,76,8,Fever,"Dua Lipa, Angèle",27167675,3wJVBz7gvGTwTWVAxFa6ny,156911
607,608,141,2,Angst,Apache 207,1674348,5yUzqd3H7cmJ1no6B4uTzu,201501
608,609,15,4,"no body, no crime (feat. HAIM)",Taylor Swift,42227614,3RaT22zZsxVYxxKR7TAaYF,215627
609,610,13,44,Sunday Best,Surfaces,724903,1Cv1YLb4q0RzL6pybtaMLo,158571
610,611,171,2,Amor ou o Litrão,"Petter Ferraz, Menor Nico",14122,7qmnP8Woc47dLSrMD5MxL1,173913
611,612,66,46,Happier,"Marshmello, Bastille",31552500,2dpaYNEQHiRxtZbfNsse99,214290
612,613,138,13,Don't Stop Me Now - Remastered 2011,Queen,35910149,7hQJA50XrCWABAu5v6QZ4i,209413
613,614,61,39,Azul,J Balvin,29067437,2lCkncy6bIB0LTMT7kvrD1,205933
614,615,183,2,Basta Você Me Ligar - Ao Vivo,"Os Barões Da Pisadinha, Xand Avião",4281787,3AV1KI22k1jGMz792lDrj1,182977
615,616,49,4,Tequila Shots,Kid Cudi,5002317,30KctD1WsHKTIYczXjip5a,193293
616,617,27,45,Lose Control,"MEDUZA, Becky Hill, Goodboys",441714,7CHi4DtfK4heMlQaudCuHK,168387
617,618,68,8,I CAN'T STOP ME,TWICE,9998991,37ZtpRBkHcaq6hHy0X98zn,205493
618,619,158,5,E-GIRLS ARE RUINING MY LIFE!,"CORPSE, Savage Ga$p",1777797,7bCfHiRcfUjG0YVVNUL7Ve,105176
619,620,1,10,All I Want for Christmas Is You,Mariah Carey,6931357,0bYg9bo50gSsH3LtXe2SQn,241107
620,621,2,8,Last Christmas,Wham!,1631876,2FRnf9qhLbvw8fu4IBXx78,262960
621,622,3,7,Santa Tell Me,Ariana Grande,67208170,0lizgQ7Qw35od7CYaoMBZb,204093
622,623,5,7,Rockin' Around The Christmas Tree,Brenda Lee,222627,2EjXfH91m7f8HiJN1yQg97,126267
623,624,7,7,Jingle Bell Rock,Bobby Helms,20637,7vQbuQcyTflfCIOu3Uzzya,130973
624,625,6,7,It's Beginning to Look a Lot like Christmas,Michael Bublé,4702232,5a1iz510sv2W9Dt1MvFd5R,206640
625,626,8,7,It's the Most Wonderful Time of the Year,Andy Williams,369548,5hslUAKq9I9CG2bAulFkHN,151933
626,627,9,7,Underneath the Tree,Kelly Clarkson,7869617,3YZE5qDV7u1ZD1gZc47ZeR,229640
627,628,14,6,Feliz Navidad,José Feliciano,239129,0oPdaY4dXtc3ZsaG17V972,182067
628,629,11,6,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1139096,2uFaJJtFpPDc5Pa95XzTvg,117147
629,630,19,6,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,4953667,4kKdvXD0ez7jp1296JmAts,155453
630,631,15,6,Mistletoe,Justin Bieber,48544923,7xapw9Oy21WpfEcib2ErSA,182947
631,632,16,6,Sleigh Ride,The Ronettes,1251372,5ASM6Qjiav2xPe7gRkQMsQ,181267
632,633,17,6,Do They Know It's Christmas? - 1984 Version,Band Aid,4883,0247StOpd3AkeBQzANX4Zf,222533
633,634,23,4,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,3609658,1SV1fxF65n9NhRHp3KlBuu,227653
634,635,21,6,Holly Jolly Christmas,Michael Bublé,4702232,5PuKlCjfEVIXl0ZBp5ZW9g,119787
635,636,24,5,Happy Xmas (War Is Over) - Remastered 2010,"John Lennon, Yoko Ono",4313100,27RYrbL6S02LNVhDWVl38b,214333
636,637,22,6,Driving Home for Christmas - 2019 Remaster,Chris Rea, , , 
637,638,32,5,The Christmas Song (Merry Christmas To You),Nat King Cole,1634288,4PS1e8f2LvuTFgUs1Cn3ON,192160
638,639,39,5,White Christmas,"Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra",359973,4so0Wek9Ig1p6CRCHuINwW,177480
639,640,114,1,Slay3r,Playboi Carti,4958353,1eMNW1HQjF1dbb4GtnmpaX,164591
640,641,42,5,A Holly Jolly Christmas - Single Version,Burl Ives,58479,77khP2fIVhSW23NwxrRluh,135533
641,642,47,5,Fairytale of New York (feat. Kirsty MacColl),The Pogues,382997,3VTNVsTTu05dmTsVFrmGpK,272467
642,643,38,5,Merry Christmas Everyone,Shakin' Stevens,99249,2TE4xW3ImvpltVU0cPcKUn,220160
643,644,62,4,Blue Christmas,Elvis Presley,5698788,3QiAAp20rPC3dcAtKtMaqQ,129173
644,645,65,4,Run Rudolph Run - Single Version,Chuck Berry,1251372,47CIT5hMphuMQkpeyfGQTL,162897
645,646,59,4,Santa Claus Is Coming To Town,The Jackson 5,1251372,5Gz7EYD7JAmItA7FbhKgKb,144080
646,647,52,5,Santa Baby,Kylie Minogue,1324920,0cM5URUqqQTpJWonmdzF1J,202547
647,648,60,5,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters",336373,2pXpURmn6zC5ZYDMms6fwa,155933
648,649,69,6,Christmas (Baby Please Come Home),Darlene Love,1251372,46pF1zFimM582ss1PrMy68,166453
649,650,66,4,Step Into Christmas,Elton John,7504724,6sBWmE23q6xQHlnEZ8jYPT,272394
650,651,54,3,Show Out (with Skepta & Pop Smoke),Kid Cudi,5002317,5CFJRZRq6sdKKtRwNPWbYv,174960
651,652,166,11,Investe Em Mim,Jonas Esticado,1293055,15k1TDabqSEmyXOwMq9RM7,186533
652,653,197,1,Lance Individual,Jorge & Mateus,15019109,7GLWWrk1YlkPYqJK3ynIA0,164459
653,654,71,3,Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,1549216,6pVW5LRWgeLaHudxauOTJU,126360
654,655,73,1,Thank God It's Christmas - Non-Album Single,Queen, , , 
655,656,74,3,Christmas Lights,Coldplay,31161671,4QVdnpSO5JGMFOEl6ys4RQ,268521
656,657,83,3,Have Yourself A Merry Little Christmas,Sam Smith,17097317,1Qi2wh8fFgDV7tl4Sj3f2K,170964
657,658,85,1,Santa's Coming for Us,Sia,20528724,1N1ZpYUJc9fwrqk53FGgWv,205267
658,659,86,2,My Only Wish (This Year),Britney Spears,9470311,0YWUHZPJVg4iujddsJDwhM,255400
659,660,89,3,"Baby, It's Cold Outside (feat. Meghan Trainor)",Brett Eldredge,1298537,5Q2P43CJra0uRAogjHyJDK,173560
660,661,92,2,Like It's Christmas,Jonas Brothers,5436999,1OjmlSFuzYflWjSMTCyTJv,200880
661,662,102,1,Christmas Without You,Ava Max,3916979,1QLZKzC2pjP4ySf4ALrNhm,169245
662,663,104,1,You Make It Feel Like Christmas (feat. Blake Shelton),Gwen Stefani,4805333,2OQ6a4CfUeYskpTTgyawyJ,156773
663,664,107,1,Gnat,Eminem,46814751,6cS9PmLky2NhLOhpIsUlow,224656
664,665,111,1,Joy To The World,Nat King Cole,1251372,5oWFPbd340pwiXKMO1CQRy,86760
665,666,117,1,Santa Claus Is Coming to Town,Michael Bublé,4702232,1RMDXedcRno6rDBCbNHDJf,171093
666,667,119,1,Baby It's Cold Outside (duet with Michael Bublé),Idina Menzel,353571,0Ie5uiv54KgCr7P4sYDTHl,166147
667,668,22,2,‘tis the damn season,Taylor Swift,42227614,7dW84mWkdWE5a6lFWxJCBG,229840
668,669,123,1,I Saw Mommy Kissing Santa Claus,The Jackson 5,1151360,15sxLiiChE5dCW3Y756oas,181267
669,670,126,1,Santa Baby (with Henri René & His Orchestra),"Eartha Kitt, Henri Rene & His Orchestra",127251,1foCxQtxBweJtZmdxhEHVO,206067
670,671,127,1,Carol of the Bells,"Mykola Dmytrovych Leontovych, John Williams",1024868,4tHqQMWSqmL6YjXwsqthDI,85267
671,672,19,2,gold rush,Taylor Swift,42227614,5BK0uqwY9DNfZ630STAEaq,185320
672,673,133,1,What Christmas Means To Me,Stevie Wonder,1251372,6Wn9zkkbWdK42uXCcADkRq,148147
673,674,140,1,The Christmas Song (Shawn Mendes & Camila Cabello),Shawn Mendes,33893352,0fwxmtpxpMmEMphmJbCAEx,196254
674,675,144,1,"Baby, It's Cold Outside",Dean Martin,1139096,4MrfQL4TYQXJBlZYpAHTuE,143733
675,676,145,1,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,4224071,6s2wpWPFPAgKg2LXxi1Oee,267600
676,677,147,1,One More Sleep,Leona Lewis,2877234,78pn8k7RogKo2oxl0DyX6d,239587
677,678,149,1,Little Saint Nick - 1991 Remix,The Beach Boys,1251372,63Lk6VuXdj7S58R3wLdv9r,118840
678,679,150,1,Naughty List (with Dixie),Liam Payne,8037861,2Y0ktCGrGoGcQFXsGztvhi,154747
679,680,152,1,I'll Be Home,Meghan Trainor,10606572,0lTurWECr2XL607eJAj1A3,219653
680,681,156,1,Rudolph The Red-Nosed Reindeer,Dean Martin,1139096,2L9QLAhrvtP4EYg1lY0Tnw,135760
681,682,157,1,Mistletoe And Holly - Remastered 1999,Frank Sinatra,4953667,7faDzZnZYqTyYThx2sbHVQ,136427
682,683,159,1,Jingle Bells - Remastered 1999,Frank Sinatra,4953667,4HEOgBHRCExyYVeTyrXsnL,120693
683,684,160,1,Oh Santa! (feat. Ariana Grande & Jennifer Hudson),Mariah Carey,6931357,1Ri9P0ZPrqr6h0REDRdJBd,200467
684,685,161,1,Do You Hear What I Hear? - Remastered 2006,Bing Crosby,359973,5aDoUmxBsbdpS16alksb5Z,165667
685,686,167,1,Hallelujah,Pentatonix,3083825,0HZk0QsXPhMNAWNDR3rYE8,268960
686,687,175,1,This Christmas,Donny Hathaway,424935,38xhBO2AKrJnjdjVnhJES6,231173
687,688,180,1,Winter Wonderland,Tony Bennett,659472,6kkJlaBYdyFcwCg67hW40t,149307
688,689,181,1,Christmas Tree Farm,Taylor Swift,42227614,2mvabkN1i2gLnGAPUVdwek,228027
689,690,182,1,Cozy Little Christmas,Katy Perry,18936929,02FaKXXL7KUtRc7K0k54tL,182521
690,691,184,1,"Merry Christmas, Happy Holidays",*NSYNC,1564750,4v9WbaxW8HdjqfUiWYWsII,255307
691,692,24,2,tolerate it,Taylor Swift,42227614,0PurA4JVJ8YQgSVopY8fn6,245440
692,693,192,1,Please Come Home for Christmas - 2013 Remaster,Eagles,6896776,3QIoEi8Enr9uHffwInGIsC,177440
693,694,197,1,My Kind Of Present,Meghan Trainor,10606572,2rkb8ijsPapKDMEh0cSe8I,161013
694,695,28,1,happiness,Taylor Swift,42227614,73YUReisjb3A9ActdLLjJQ,315147
695,696,34,1,ivy,Taylor Swift,42227614,19CSr8rwW05VJL2F91KFNK,260440
696,697,38,1,dorothea,Taylor Swift,42227614,670fUmXf4KQekzbEgaXyPA,225880
697,698,39,1,coney island (feat. The National),Taylor Swift,42227614,3k7ne7VmH43ZPWxPdvPUgR,275320
698,699,43,1,evermore (feat. Bon Iver),Taylor Swift,42227614,3O5osWf1rSoKMwe6E9ZaXP,304107
699,700,45,1,long story short,Taylor Swift,42227614,2o2sgVJIgFXk8GQjWTgI6U,215920
700,701,53,1,cowboy like me,Taylor Swift,42227614,1XjHRolIXL2M1EEOUsGGR4,275040
701,702,57,1,marjorie,Taylor Swift,42227614,12ntTeqEeTg7GAVpe8Mhpl,257773
702,703,70,1,closure,Taylor Swift,42227614,35rdVq36LMHQX0Suw9a6tK,180653
703,704,74,1,She Knows This,Kid Cudi,5002317,1xzUQMiCoY5pdego0pHMeV,216560
704,705,97,1,Another Day,Kid Cudi,5002317,6myUpr3GDR80Dg3zqNTmmG,199787
705,706,126,1,"Solo Dolo, Pt. III",Kid Cudi,5002317,27oVCAziETRbNuo5A8LNpg,242267
706,707,129,1,Dive,Kid Cudi,5002317,7Hc3YL8oDiAzbiAW32KXrw,148707
707,708,139,1,Heaven On Earth,Kid Cudi,5002317,2koUj1Fn5TKFEkChSmBPIb,201093
708,709,147,1,Sad People,Kid Cudi,5002317,4nuAslShoN77tq12fzwjUq,176027
709,710,152,1,Damaged,Kid Cudi,5002317,2n7Ao4nyESBa5ti8gcAbBt,150853
710,711,17,3,YO VISTO ASÍ,Bad Bunny,36177712,5fROvzNghPid8mbKNDYvpJ,191526
711,712,183,1,Beautiful Trip,Kid Cudi,5002317,4IIuCotvqijraSdnVLaFnM,37013
712,713,185,1,The Void,Kid Cudi,5002317,2yg7MXp8nSPaf61HVkhEr3,325413
713,714,1,12,cardigan,Taylor Swift,42227614,4R2kfaDFhslZEMJqAFNpdd,239560
714,715,74,1,Real Shit (with benny blanco),Juice WRLD,19102888,3uVPLtkmDu8pDkYEAVqbgS,183783
715,716,104,1,Teach Me How To Love,Shawn Mendes,33893352,5LZtB6nxvjIhUoElp3Zqk0,202357
716,717,138,1,Blinding Lights (with ROSALÍA) - Remix,The Weeknd,35340069,7MXgrcOQAJ5VwSNUL0lDd3,216123
717,718,15,24,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Tory Lanez, Jack Harlow",3828418,2MbdDtCv5LUVjYy9RuGTgC,227478
718,719,29,2,TE DESEO LO MEJOR,Bad Bunny,36177712,23XjN1s3DZC8Q9ZwuorYY4,139576
719,720,167,1,Errbody,Lil Baby,7816213,6eVxH9Kyanzrw636zJRPcw,210699
720,721,86,2,Angels Like You,Miley Cyrus,15778531,1daDRI9ahBonbWD8YcxOIB,196453
721,722,18,3,Blue & Grey,BTS,37151476,0n2moJpAEWHwaPYYjkzMDl,254950
722,723,46,14,Mad at Disney,salem ilese,133998,7aGyRfJWtLqgJaZoG9lJhE,136839
